Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Daily,4,"None of the above, Mobile data/Internet",No,No,Unsatisfactory customer service,9.81
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Several times a week,5,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",1.63
Female,College of Humanity and Social Science,Yes,500,Off-campus,No,Several times a week,2,"SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",3.38
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Never,4,None of the above,Yes,Yes,Insufficient data allowance,2.37
Male,College of Engineering,Yes,300,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, Poor network quality/coverage",5.82
Male,College of Engineering,Yes,100,On-campus,Yes,Daily,1,"SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",8.96
Male,College of Humanity and Social Science,Yes,100,On-campus,Yes,Daily,2,"SMS/Text messaging, Mobile data/Internet, None of the above",No,No,"Insufficient data allowance, Poor network quality/coverage",5.41
Female,College of Humanity and Social Science,Yes,400,On-campus,No,Several times a week,5,"Mobile data/Internet, None of the above",Yes,Yes,Poor network quality/coverage,3.71
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,5,"SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",8.82
Female,School of Business,Yes,200,Off-campus,Yes,Occasionally,3,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,4.91
Male,College of Engineering,Yes,100,Off-campus,No,Several times a week,1,"None of the above, Voice Calls",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",3.26
