"Timestamp","Gender","Education Level","College","Programme Level","Residence","Do you still use the university-provided SIM card?","How frequently do you use your sim?","How would you rate the connectivity strength of your network? (1 being the lowest, 5 being the highest)","What do you use your Telecel school-provided SIM card for?
* Making  calls","What do you use your Telecel school-provided SIM card for?
* Browsing  the internet","What do you use your Telecel school-provided SIM card for?
* Sending  texts message(SMS)","Do you use other networks besides your vodafone (Telecel)? *","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Poor Network Quality Coverage","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Unsatisfactory Customer Service","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Better services from other network providers","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* High Costs of Services","Do you exhaust your monthly data allowance? (5GB)","What is your approximate monthly data usage? (in GB)","What changes  or improvements  would you  like  to see in your school-provided  SIM card services? ......"
"2024/06/21 07:06:18 AM GMT","Female","Undergraduate","College of Humanity and Social Science","400","On-campus","Yes","Several times a week","2","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","3-5","Better customer service"
"2024/06/12 02:34:14 PM GMT","Male","Undergraduate","College of Art and Built Environment","100","Off-campus","Yes","Never","3","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","6-8",""
"2024/07/01 07:05:38 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","300","On-campus","Yes","Never","4","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","3-5",""
"2024/06/23 10:30:23 PM GMT","Male","Undergraduate","College of Science","200","Off-campus","Yes","Several times a week","4","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","0-2","Increase data allowance"
"2024/06/16 03:37:59 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","400","Off-campus","No","Occasionally","4","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","More than 8","Better customer service"
"2024/06/25 08:21:51 AM GMT","Female","Undergraduate","School of Business","100","Off-campus","Yes","Several times a week","4","Yes","Yes","Yes","No","No","No","No","No","No","No","6-8","Cheaper data plans"
"2024/06/22 11:37:09 PM GMT","Male","Masters","College of Humanity and Social Science","100","On-campus","No","Occasionally","3","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","6-8","Better customer service"
"2024/06/14 09:23:18 PM GMT","Male","Masters","School of Business","200","On-campus","Yes","Never","4","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","6-8","Improve network connection"
"2024/06/22 02:31:21 AM GMT","Male","Postgraduate","School of Business","100","On-campus","Yes","Several times a week","3","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","More than 8","Cheaper data plans"
"2024/06/27 04:56:37 AM GMT","Female","Postgraduate","College of Health Sciences","100","Off-campus","No","Daily","3","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","More than 8","Improve network connection"
"2024/07/01 11:21:23 PM GMT","Female","Undergraduate","College of Humanity and Social Science","300","Off-campus","No","Occasionally","1","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","0-2","Improve network connection"
"2024/06/12 03:09:42 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","100","On-campus","Yes","Several times a week","2","Yes","No","No","Yes","No","Yes","Yes","No","No","No","3-5","Improve network connection"
"2024/06/14 01:35:05 PM GMT","Female","Masters","College of Science","100","On-campus","No","Occasionally","3","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","More than 8","Cheaper data plans"
"2024/06/15 04:45:11 AM GMT","Male","Masters","College of Health Sciences","100","Off-campus","No","Rarely","2","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","6-8","Cheaper data plans"
"2024/07/01 05:20:12 AM GMT","Female","Undergraduate","College of Humanity and Social Science","300","Off-campus","No","Daily","5","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","0-2","Better customer service"
"2024/06/28 12:31:11 PM GMT","Male","Postgraduate","College of Engineering","100","Off-campus","No","Rarely","3","No","Yes","No","No","No","No","No","Yes","Yes","Yes","3-5","Better customer service"
"2024/06/28 12:08:13 AM GMT","Male","Undergraduate","College of Health Sciences","400","Off-campus","No","Several times a week","4","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","0-2","Increase data allowance"
"2024/06/29 10:25:07 PM GMT","Female","Undergraduate","College of Science","200","On-campus","No","Several times a week","3","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","3-5","Cheaper data plans"
"2024/06/16 06:47:31 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","400","On-campus","Yes","Several times a week","1","No","Yes","No","No","No","Yes","Yes","No","No","No","3-5","Cheaper data plans"
"2024/07/01 08:27:42 AM GMT","Female","Masters","College of Art and Built Environment","300","Off-campus","No","Rarely","5","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","0-2","Improve network connection"
"2024/06/14 05:37:15 AM GMT","Male","Postgraduate","College of Art and Built Environment","200","On-campus","Yes","Daily","1","Yes","No","Yes","No","No","No","No","Yes","No","No","0-2","Cheaper data plans"
"2024/06/12 12:31:31 AM GMT","Male","Undergraduate","School of Business","400","On-campus","No","Several times a week","2","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","6-8","Cheaper data plans"
"2024/06/20 06:31:01 AM GMT","Male","Undergraduate","College of Health Sciences","200","On-campus","No","Daily","2","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","3-5","Cheaper data plans"
"2024/06/22 09:48:39 AM GMT","Female","Postgraduate","College of Humanity and Social Science","200","Off-campus","No","Occasionally","5","Yes","Yes","No","No","No","Yes","No","No","Yes","No","0-2",""
"2024/07/01 12:28:29 PM GMT","Male","Undergraduate","College of Art and Built Environment","400","On-campus","No","Daily","2","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","6-8","Cheaper data plans"
"2024/06/14 09:09:12 PM GMT","Male","Postgraduate","College of Engineering","200","Off-campus","Yes","Never","2","Yes","No","No","Yes","No","No","No","Yes","Yes","No","More than 8",""
"2024/06/18 06:59:35 AM GMT","Female","Postgraduate","School of Business","200","Off-campus","No","Several times a week","1","Yes","No","No","No","No","No","No","No","No","No","6-8","Improve network connection"
"2024/06/18 10:49:11 PM GMT","Male","Postgraduate","College of Humanity and Social Science","400","On-campus","No","Occasionally","4","No","Yes","No","Yes","No","No","Yes","No","No","Yes","More than 8",""
"2024/06/28 11:53:09 PM GMT","Female","Undergraduate","College of Humanity and Social Science","200","On-campus","No","Rarely","1","Yes","No","No","No","No","Yes","No","No","Yes","No","3-5","Increase data allowance"
"2024/06/18 04:43:03 AM GMT","Male","Undergraduate","College of Art and Built Environment","300","On-campus","Yes","Rarely","4","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","6-8","Better customer service"
"2024/06/17 12:02:37 AM GMT","Female","Masters","College of Health Sciences","200","Off-campus","Yes","Rarely","4","No","Yes","No","No","Yes","No","No","Yes","Yes","No","More than 8",""
"2024/06/27 05:27:04 AM GMT","Male","Postgraduate","College of Science","100","Off-campus","Yes","Daily","4","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","3-5",""
"2024/06/22 04:36:13 AM GMT","Male","Postgraduate","School of Business","400","Off-campus","Yes","Daily","5","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","3-5","Improve network connection"
"2024/06/26 02:10:29 AM GMT","Male","Masters","College of Engineering","200","On-campus","No","Occasionally","5","Yes","No","No","Yes","No","Yes","No","No","No","Yes","0-2","Cheaper data plans"
"2024/06/26 02:45:37 PM GMT","Male","Undergraduate","School of Business","100","On-campus","Yes","Rarely","3","No","Yes","Yes","Yes","No","No","No","No","No","Yes","6-8","Cheaper data plans"
"2024/06/15 02:38:28 PM GMT","Male","Masters","School of Business","200","On-campus","Yes","Rarely","3","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","3-5","Cheaper data plans"
"2024/06/25 09:50:01 PM GMT","Female","Undergraduate","College of Health Sciences","100","On-campus","No","Several times a week","1","No","No","No","Yes","No","No","Yes","Yes","No","No","More than 8","Increase data allowance"
"2024/06/13 02:40:02 AM GMT","Female","Masters","College of Engineering","400","Off-campus","No","Rarely","2","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","0-2","Better customer service"
"2024/06/30 03:00:13 AM GMT","Male","Masters","College of Engineering","200","On-campus","No","Daily","1","No","No","No","No","No","No","Yes","Yes","No","Yes","6-8",""
"2024/06/15 11:06:47 PM GMT","Male","Masters","College of Science","400","On-campus","No","Several times a week","2","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","More than 8","Cheaper data plans"
"2024/06/16 04:33:06 AM GMT","Female","Undergraduate","School of Business","200","On-campus","No","Rarely","4","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","6-8",""
"2024/06/29 07:58:21 PM GMT","Male","Undergraduate","College of Art and Built Environment","100","Off-campus","Yes","Daily","4","No","No","Yes","No","Yes","No","No","Yes","No","No","3-5","Increase data allowance"
"2024/06/22 02:02:55 AM GMT","Male","Masters","College of Art and Built Environment","300","On-campus","No","Rarely","2","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","3-5","Increase data allowance"
"2024/06/13 05:14:37 PM GMT","Male","Postgraduate","College of Engineering","300","On-campus","Yes","Several times a week","1","No","Yes","No","No","No","No","Yes","No","Yes","Yes","3-5",""
"2024/07/01 03:42:46 AM GMT","Female","Masters","College of Agriculture and Natural Resources","100","On-campus","No","Rarely","2","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","6-8","Increase data allowance"
"2024/06/20 12:29:57 AM GMT","Female","Undergraduate","College of Humanity and Social Science","300","Off-campus","Yes","Daily","3","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","3-5","Increase data allowance"
"2024/06/20 02:34:45 PM GMT","Male","Postgraduate","College of Science","400","Off-campus","Yes","Occasionally","1","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","6-8","Cheaper data plans"
"2024/06/25 06:52:01 PM GMT","Male","Undergraduate","College of Health Sciences","300","Off-campus","No","Several times a week","3","Yes","No","No","No","No","Yes","No","No","Yes","No","More than 8","Better customer service"
"2024/06/19 10:29:14 PM GMT","Female","Masters","College of Humanity and Social Science","200","Off-campus","Yes","Rarely","3","No","Yes","No","No","No","Yes","No","No","Yes","Yes","6-8","Cheaper data plans"
"2024/06/25 12:31:35 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","100","Off-campus","No","Daily","1","No","No","Yes","No","No","Yes","No","No","No","Yes","6-8","Cheaper data plans"
"2024/06/22 12:28:53 PM GMT","Male","Postgraduate","College of Engineering","200","Off-campus","No","Several times a week","4","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","3-5",""
"2024/06/23 12:01:57 AM GMT","Female","Undergraduate","College of Health Sciences","300","Off-campus","Yes","Daily","1","No","Yes","No","No","No","Yes","No","No","Yes","Yes","More than 8","Improve network connection"
"2024/06/16 07:32:36 PM GMT","Female","Masters","College of Agriculture and Natural Resources","300","Off-campus","No","Occasionally","4","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","0-2","Improve network connection"
"2024/06/15 02:31:35 PM GMT","Male","Masters","College of Agriculture and Natural Resources","100","On-campus","Yes","Occasionally","2","Yes","No","Yes","No","No","No","No","Yes","No","Yes","0-2","Improve network connection"
"2024/06/26 09:15:57 PM GMT","Female","Masters","College of Engineering","100","Off-campus","No","Daily","2","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","3-5","Increase data allowance"
"2024/06/29 07:38:55 PM GMT","Female","Masters","College of Humanity and Social Science","400","Off-campus","Yes","Never","5","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/25 11:09:32 PM GMT","Female","Masters","College of Agriculture and Natural Resources","400","Off-campus","No","Several times a week","1","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","0-2",""
"2024/06/25 05:07:25 AM GMT","Female","Masters","College of Health Sciences","100","On-campus","Yes","Daily","1","No","Yes","No","No","Yes","Yes","No","No","No","Yes","3-5","Improve network connection"
"2024/06/16 08:53:12 PM GMT","Female","Postgraduate","College of Science","300","Off-campus","Yes","Daily","2","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","More than 8","Better customer service"
"2024/06/19 08:55:55 AM GMT","Female","Masters","College of Engineering","100","On-campus","Yes","Occasionally","1","No","No","Yes","No","No","Yes","Yes","No","Yes","No","More than 8","Increase data allowance"
"2024/06/11 08:24:10 PM GMT","Female","Masters","College of Health Sciences","200","On-campus","Yes","Occasionally","4","No","Yes","Yes","No","No","No","No","No","No","Yes","6-8","Better customer service"
"2024/06/19 03:25:36 AM GMT","Male","Masters","School of Business","100","On-campus","Yes","Occasionally","4","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","More than 8","Increase data allowance"
"2024/06/24 02:29:22 PM GMT","Male","Masters","College of Humanity and Social Science","200","Off-campus","No","Rarely","1","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","0-2",""
"2024/06/28 08:49:58 AM GMT","Male","Undergraduate","College of Health Sciences","400","Off-campus","Yes","Occasionally","5","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","More than 8","Better customer service"
"2024/06/21 12:27:54 AM GMT","Male","Postgraduate","College of Health Sciences","400","Off-campus","No","Occasionally","1","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","3-5","Cheaper data plans"
"2024/06/28 01:40:20 AM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","400","On-campus","No","Several times a week","3","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","0-2","Cheaper data plans"
"2024/07/01 08:59:17 AM GMT","Female","Postgraduate","College of Engineering","400","On-campus","No","Daily","5","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","0-2","Cheaper data plans"
"2024/07/01 06:43:20 PM GMT","Male","Masters","College of Art and Built Environment","400","On-campus","Yes","Never","4","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","0-2",""
"2024/06/18 03:33:25 PM GMT","Male","Masters","College of Art and Built Environment","400","On-campus","Yes","Occasionally","1","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","0-2",""
"2024/06/28 08:20:36 AM GMT","Female","Postgraduate","School of Business","400","Off-campus","No","Rarely","1","Yes","Yes","Yes","No","No","No","No","No","No","No","6-8","Improve network connection"
"2024/06/22 03:56:22 PM GMT","Male","Undergraduate","College of Art and Built Environment","200","On-campus","Yes","Occasionally","2","No","Yes","No","No","Yes","No","No","Yes","Yes","No","6-8",""
"2024/06/24 12:17:30 AM GMT","Male","Masters","College of Engineering","200","On-campus","Yes","Daily","5","No","No","Yes","Yes","No","Yes","Yes","No","No","No","0-2","Increase data allowance"
"2024/06/19 04:18:58 PM GMT","Male","Undergraduate","School of Business","100","On-campus","No","Occasionally","2","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","3-5","Cheaper data plans"
"2024/06/28 09:32:38 PM GMT","Male","Postgraduate","School of Business","400","Off-campus","Yes","Daily","5","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","0-2",""
"2024/06/30 08:55:43 PM GMT","Female","Postgraduate","College of Science","200","On-campus","No","Occasionally","2","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","More than 8","Better customer service"
"2024/06/22 04:05:24 PM GMT","Male","Masters","School of Business","100","Off-campus","Yes","Occasionally","2","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","3-5","Improve network connection"
"2024/06/23 04:28:21 AM GMT","Male","Postgraduate","College of Art and Built Environment","200","On-campus","No","Rarely","2","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","0-2","Improve network connection"
