Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Use_Other_More,Reasons_Other,Consider_Discontinue,Reasons_Discontinue,Additional_Feedback
Female,College of Agriculture and Natural Resources,No,Level 100,On-campus,Yes,Several times a week,2,"SMS/Text messaging, Mobile data/Internet, None of the above",No,"AirtelTigo, Glo",True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",2lreuLH0QEUnVeYPgVJM1JU7G8i7cC90RZaImkt9y5ZFI8x0TseemBbnGGTjo1Vmewrnec44RemnI4wx0of6pLAcuvlevENsr34N
Female,College of Agriculture and Natural Resources,Yes,Level 600,Off-campus,No,Never,3,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,AirtelTigo,False,"Better network coverage/signal strength, Faster internet speeds",No,Poor network quality/coverage,Bnqa6Rxs3h7q3yHu77zz7
Female,College of Agriculture and Natural Resources,Yes,Level 600,On-campus,Yes,Several times a week,4,None of the above,Yes,Glo,False,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength, Better customer service",No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",e2QJonRFhnMV5P7G2tUPWSkxBTnKOtVrnZcZhkfTjUc60V8TP18POL0OFR4yDj6
Female,College of Agriculture and Natural Resources,No,Level 200,On-campus,Yes,Never,1,"Voice Calls, None of the above",No,Glo,True,"More affordable plans/pricing, Faster internet speeds, Better customer service",No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",QX5R8c1i0O707zwmF4IxSoRglAnMGQUVsyghvNFz2jQiONf7fuxHkr084Qm8FBs26HdOwGlW
Male,College of Agriculture and Natural Resources,No,Level 300,On-campus,No,Several times a week,3,"Voice Calls, Mobile data/Internet",No,"AirtelTigo, Glo",True,Better customer service,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",ZFefVOLq3Lda6pwQnr9s1JSEB94CITXiQO41JczyQKTGvWoBkiZMoF2NcmszFgZNn0jOsv68Xy4cBlRLSwPzdct
Male,College of Agriculture and Natural Resources,No,Level 300,On-campus,No,Daily,2,"Voice Calls, SMS/Text messaging",No,"Glo, MTN",False,More affordable plans/pricing,Yes,High costs/pricing,L1THS3uvGSRB11iyDYjev
Male,College of Agriculture and Natural Resources,No,Level 500,On-campus,No,Never,5,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,"MTN, AirtelTigo",True,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",vTaePLIuGstjD2SmcpxPR0RRDN2XxMrBxDqJOkRh19HICT52ajL2R
Male,College of Agriculture and Natural Resources,No,Level 100,On-campus,No,Occasionally,1,Voice Calls,No,MTN,False,"Better customer service, More affordable plans/pricing",No,"High costs/pricing, Unsatisfactory customer service",5QVVwfuTjBW7gRvAsCamzTpIisVxLb5vw8YDlVPV2oGMAKsARtJzzDKjKQROadZB
Male,College of Agriculture and Natural Resources,No,Level 600,Off-campus,No,Occasionally,4,SMS/Text messaging,Yes,MTN,True,"Better network coverage/signal strength, Faster internet speeds",Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",cxcHLg4s1EhBPNnZ0EuFROlrjCaSSEqvCdl8CPEZT8asc8T4krYjByNkbvD7ppX8bDSUgyOKGrssOm6bF56wrhvtxd
Male,College of Agriculture and Natural Resources,Yes,Level 300,Off-campus,Yes,Daily,1,Voice Calls,Yes,MTN,True,"Faster internet speeds, Better customer service",Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",6EuvBHG35cFapDxSlJ9DUzQ8ieH
Male,College of Agriculture and Natural Resources,No,Level 300,On-campus,Yes,Occasionally,1,SMS/Text messaging,No,"AirtelTigo, MTN, Glo",True,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",Yes,Poor network quality/coverage,KlATROcePUElHJr85uONHB
Female,College of Agriculture and Natural Resources,Yes,Level 500,On-campus,No,Occasionally,3,"SMS/Text messaging, Mobile data/Internet",Yes,"MTN, Glo, AirtelTigo",True,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",Yes,"Unsatisfactory customer service, Poor network quality/coverage",36vQerKiVAyEKrEH5SGxInzXn3VW9DzplALtpMMHVWx9YOJ4oOawrZCWiw7cAa1x28GO685N156y10mtIE5tlBJ79tBlfYgqRIuk
Male,College of Agriculture and Natural Resources,Yes,Level 200,Off-campus,No,Never,5,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,AirtelTigo,True,"Faster internet speeds, Better customer service",No,"Poor network quality/coverage, High costs/pricing",Q8DUVhSYZ3Ky5tr7P53JnlucxkXijgKxe1Dv8fDi4mIHlcSeTLmJ
Male,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,No,Never,3,"Mobile data/Internet, SMS/Text messaging",Yes,"Glo, MTN",True,"Better customer service, More affordable plans/pricing, Faster internet speeds",No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",bC28vNmvYO1FdWUcBlQyjH3WxoixEntIdBKPlPY9wCTnDIeYWIICH2q0mYcHTfLK1tzurRFJLCamcw0
Male,College of Agriculture and Natural Resources,Yes,Level 600,On-campus,Yes,Several times a week,5,"Voice Calls, None of the above",No,"Glo, AirtelTigo, MTN",False,"Better network coverage/signal strength, Faster internet speeds",No,Insufficient data allowance,se3pz0WMxBJAqCSSVkzfWzW1J0oMrrq9KWGeLq7bIdp436K1sGdgU5o4b8v8r2GkbKX0hCseWvdjnEVurn1Jeun
Female,College of Agriculture and Natural Resources,Yes,Level 600,On-campus,Yes,Occasionally,3,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,"Glo, MTN",True,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service, Faster internet speeds",No,Unsatisfactory customer service,ArZFrMU2Ma83Nx1VwNIrNj0FohHRf606LV9uPiE5s
Male,College of Agriculture and Natural Resources,No,Level 600,On-campus,No,Several times a week,4,"SMS/Text messaging, Voice Calls, None of the above",Yes,"Glo, MTN",False,"Faster internet speeds, Better customer service, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",dxHC0kzU9kFDcUq6ttoxHASfrs39Up8vTMYU1uUDwSIHC6t12bhS9nhDkNYYBEL1Gaj6sqabEvpSaY2VpzKoTk
Male,College of Agriculture and Natural Resources,Yes,Level 400,On-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,"Glo, MTN",True,"More affordable plans/pricing, Better network coverage/signal strength",No,Poor network quality/coverage,nwDXXkXQpFx23cuhwxUQHS4ih6I1P3oUW1Wj7fw7lshnGBpfHWjrIaTOxTbtR8HUhW4OpV9oXu
Male,College of Agriculture and Natural Resources,No,Level 500,Off-campus,Yes,Rarely,5,"None of the above, SMS/Text messaging",No,"MTN, Glo",False,"Faster internet speeds, Better network coverage/signal strength, Better customer service, More affordable plans/pricing",Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",dqOPIrwu12nzdQkZ5mRmnuj6N3IZxDhsMXKK2Z0jUku1kbe8RZaovmpeZvTIMUz6J7UtaLbIn8TSRTCvgtY37kwd1a
Male,College of Agriculture and Natural Resources,Yes,Level 500,On-campus,Yes,Rarely,3,"None of the above, Voice Calls, Mobile data/Internet",Yes,MTN,True,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",r1lEVvzPup2o2TegDcWnZUXxLhvPMlEBfJDBgzNZ3eAV4RsXcw9LKnvALb3
Male,College of Agriculture and Natural Resources,Yes,Level 600,Off-campus,Yes,Rarely,4,"Mobile data/Internet, SMS/Text messaging",Yes,AirtelTigo,False,"More affordable plans/pricing, Faster internet speeds, Better customer service, Better network coverage/signal strength",Yes,Poor network quality/coverage,m28Ly6xgoIMql9wcoTMoruVVqWhgVFFcehxdeAsZxcz
Male,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,Yes,Daily,4,"Voice Calls, Mobile data/Internet, None of the above",Yes,"Glo, MTN",True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",No,"Unsatisfactory customer service, High costs/pricing",4nsjYiR899mk0ELXELl0fmGBuvC
Male,College of Agriculture and Natural Resources,No,Level 600,On-campus,No,Several times a week,2,None of the above,Yes,Glo,False,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service, Faster internet speeds",No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",gStaTCbcINwzKhhOhOgqNsxWqi7ClpKUlaSKkuGWdKJR1YApsT2IOCzFtV8C74RrDZOO8XDlEQEkj5BewBz5JZ2g7i96ZdHPWDm
Female,College of Agriculture and Natural Resources,Yes,Level 500,On-campus,Yes,Never,3,"Mobile data/Internet, None of the above",No,AirtelTigo,False,"Faster internet speeds, More affordable plans/pricing",Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",lplBT0N9jRJ2qNZCxIbYZzvWIUSsIyboPayGyFL13iB7oxCdGppw6upbbbAl03hvnhwe6MbFWZLMeTXV5HukB
Male,College of Agriculture and Natural Resources,Yes,Level 600,Off-campus,Yes,Never,5,"Voice Calls, Mobile data/Internet, None of the above",No,"Glo, AirtelTigo, MTN",True,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",Yes,"Poor network quality/coverage, Unsatisfactory customer service",tlF0HLnefzgM5uJIOjJsP7dMEcO21wrvsFCBKDAsW2UZ1dNSJdfX
Female,College of Agriculture and Natural Resources,Yes,Level 100,On-campus,No,Rarely,1,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",Yes,"AirtelTigo, Glo, MTN",False,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service",No,High costs/pricing,hK7I7bXfaCtxHrso4nzbXTEnZ4NuQzJnM1UHqJtA5DIdCoucjZvRnwT4j66GHxTOR20M5JwinErO7um6646XZn3FHqV
Female,College of Agriculture and Natural Resources,No,Level 100,On-campus,No,Several times a week,5,"SMS/Text messaging, None of the above",Yes,"MTN, Glo",False,Faster internet speeds,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",otHz5WIqDCMpVFsooxB5N9NVHQyRNsC1UfrbY62z0ifXNqEQAS1Zln0Cm1wzRNEp9TE5k0Y
Male,College of Agriculture and Natural Resources,No,Level 600,Off-campus,No,Never,5,"Voice Calls, None of the above",Yes,"Glo, MTN, AirtelTigo",True,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength",Yes,Insufficient data allowance,iO9ZO1QDulrHqNF9V20MnzXZG
Male,College of Agriculture and Natural Resources,Yes,Level 100,On-campus,No,Daily,5,Voice Calls,No,"AirtelTigo, MTN, Glo",True,Better network coverage/signal strength,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",HAxDHzYdTPUUIYNtCsIPIs
Male,College of Agriculture and Natural Resources,No,Level 400,On-campus,Yes,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,"MTN, AirtelTigo, Glo",False,"Faster internet speeds, More affordable plans/pricing, Better customer service",Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",1qpwElXcPWsXrepMLsvz5fToB6fqz2Y160sXjDy48fBm6J6BJaV1uKAYa10wKkqXR6uTk69U7VKpwOtTfCOXwHuoh7KCUfl8YyG
Female,College of Agriculture and Natural Resources,No,Level 500,Off-campus,Yes,Rarely,1,SMS/Text messaging,Yes,AirtelTigo,False,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance",zCFN2GlHPTKIaBonX9n8ISFZr8UF7PyW4AlUKiWoKZuSEIu3x2t5tGOjAHlJ3Vrv5Pd5I8OOZYwRMXt1
Male,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,Yes,Occasionally,3,"None of the above, Voice Calls",No,MTN,True,"Better customer service, More affordable plans/pricing, Faster internet speeds",Yes,Poor network quality/coverage,EOJJoJ2SJZ4dYR8KYrehipcMlDc9men4pqZBqmMUoOkVF4v7drtLaKvy3g6nv0xmsOJtdFwjmvQ
Female,College of Agriculture and Natural Resources,No,Level 200,Off-campus,No,Never,1,"Mobile data/Internet, Voice Calls",Yes,"MTN, Glo",True,More affordable plans/pricing,No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",AikgZnlxoyrpZcg0BF4cSRhN7dZo4cnCBDYZ5dBOVnGWTXf7FEfFBWitvg
Male,College of Agriculture and Natural Resources,Yes,Level 300,On-campus,No,Several times a week,4,"Mobile data/Internet, Voice Calls, None of the above",No,"Glo, AirtelTigo, MTN",True,"Faster internet speeds, More affordable plans/pricing, Better customer service",Yes,"Poor network quality/coverage, High costs/pricing",OTFS54h81A016SRCdSYumla6tgwNPKSZLhvtggQ9FR4UOg6T0a
Male,College of Agriculture and Natural Resources,No,Level 100,On-campus,Yes,Daily,2,"None of the above, SMS/Text messaging",No,"AirtelTigo, MTN, Glo",False,"Faster internet speeds, Better customer service, Better network coverage/signal strength",Yes,High costs/pricing,kuS2JXnVGo2QbUDFSmS4c8K6UBuqLqxkOrFIBqL3cfT7Dn6jMDDhvibtToPmmrOxMV6mJnxBToequPXRi74V
Male,College of Agriculture and Natural Resources,No,Level 200,Off-campus,No,Several times a week,3,"SMS/Text messaging, Voice Calls, None of the above",No,"MTN, Glo, AirtelTigo",True,"Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing, Better customer service",Yes,"Insufficient data allowance, High costs/pricing",mOs6aAsy4LJHjFpHXk8702Vuz0HZsqlAbhCZ0gFX
Male,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,Yes,Daily,2,SMS/Text messaging,No,"MTN, Glo",False,Better customer service,No,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",blLpnimUnANsZ94YgJvrdNG2aZILUCnhyg4Ww99RKGMJVusfm6zLhBlPLjnzgrd5Ajj
Female,College of Agriculture and Natural Resources,Yes,Level 600,Off-campus,Yes,Daily,4,Mobile data/Internet,No,AirtelTigo,False,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",0ZOtdk07kuJQfFxEbH84rHfvePrm1Gb4ohQGct7dBo0fcXfX6MGPUFzefbn9N8yoTPnCRL4
Male,College of Agriculture and Natural Resources,Yes,Level 200,Off-campus,No,Daily,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,"MTN, AirtelTigo, Glo",True,"More affordable plans/pricing, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",XdDuQhpOCWC7a17gucfeVZhHfB7433Xx
Female,College of Agriculture and Natural Resources,No,Level 300,On-campus,Yes,Several times a week,3,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,"Glo, AirtelTigo",False,More affordable plans/pricing,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",kX6AZcH1vrFec5olwJc4EFon6Tbr5uCbs9hcV3gPZjVGqWJzcUwxDaNUdJrQCoWSfs4nIVSTWzx0CitNOKPnqjSdiid
Female,College of Agriculture and Natural Resources,Yes,Level 300,On-campus,No,Several times a week,2,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",Yes,"AirtelTigo, MTN",True,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",72EjxOfVjJdIYNN893ZAMV763rkootXteUm20e1ALSWXqZlizlgbW4ksFYI4GjCiXGjXx4yhzehMQInR8dre6pDctc4QInJttrWU
Male,College of Agriculture and Natural Resources,No,Level 300,Off-campus,Yes,Rarely,5,"Mobile data/Internet, None of the above",No,"Glo, MTN",True,"More affordable plans/pricing, Better customer service, Faster internet speeds",No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",DqF2aPXjgrR3PMF9yNADcp3FUpDqdjnBSVolUWLKRbPshRXU9V6diML
Female,College of Agriculture and Natural Resources,No,Level 300,Off-campus,Yes,Occasionally,4,Voice Calls,No,MTN,True,"Faster internet speeds, Better customer service",No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",6jZvo5DqBxZxX6It8KFGMMA
Female,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,Yes,Daily,5,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,"MTN, Glo, AirtelTigo",False,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service, Faster internet speeds",Yes,"Insufficient data allowance, High costs/pricing",aU3UznHTdB6YFJRBGbIVbjCNbwVSp73LtBZZHre2uxNlcUkyfiySIHUheZ18yWuw5CZUU
Male,College of Agriculture and Natural Resources,No,Level 500,On-campus,Yes,Never,2,"Voice Calls, Mobile data/Internet",No,"Glo, AirtelTigo",True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"Unsatisfactory customer service, High costs/pricing",6rN0UZytoPlD2Pf9jdPXWbBR0Q21cQEUK4zrg8nRinMv0NHnVQf9J1YFes7ygW
Female,College of Agriculture and Natural Resources,Yes,Level 100,On-campus,Yes,Several times a week,2,SMS/Text messaging,Yes,"Glo, AirtelTigo",True,Faster internet speeds,Yes,"Poor network quality/coverage, High costs/pricing",9BrAKLVw5dlB3yBi1ULtHPUprFbV7Xvc0vu1N7KH60trDehh8gEE2jOih5u2u3Z618iGfELAbCby7RntyZiMx63FXD
Female,College of Agriculture and Natural Resources,Yes,Level 400,On-campus,Yes,Daily,4,Mobile data/Internet,No,"MTN, AirtelTigo, Glo",True,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing",No,Unsatisfactory customer service,SHmQxwnGy6I3CNOmNgLucZRjOH9gRpP7Iv1PV0FBTcrgQ6PVkDOqeTl3wC8O3jdhTtcJcJAeHpF
Female,College of Agriculture and Natural Resources,Yes,Level 400,Off-campus,No,Never,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,"AirtelTigo, Glo, MTN",False,Faster internet speeds,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",c7sOj3CBiOfmadaVLsGm78VVwrcrLfQahZX38svecpcFyqNVeVYXgTG6QhVRa2
